work_year,experience_level,employment_type,job_title,salary,salary_in_usd
2023,MI,FT,Applied Machine Learning Engineer,65000,69751
2022,EN,FT,AI Developer,300000,300000
2023,MI,FT,Machine Learning Engineer,90000,96578
2023,SE,FT,Business Intelligence Engineer,185900,185900
2023,SE,FT,Business Intelligence Engineer,129300,129300
2023,SE,FT,Data Engineer,225000,225000
2023,SE,FT,Data Engineer,175000,175000
2023,SE,FT,Data Engineer,185000,185000
2023,SE,FT,Data Engineer,140000,140000
2023,SE,FT,Data Scientist,45000,48289
2023,SE,FT,Data Scientist,36000,38631
2023,SE,FT,Data Scientist,105000,105000
2023,SE,FT,Data Scientist,70000,70000
2023,EN,FT,Machine Learning Engineer,163196,163196
2023,EN,FT,Machine Learning Engineer,145885,145885
2023,SE,FT,Data Engineer,217000,217000
2023,SE,FT,Data Engineer,185000,185000
2023,SE,FT,Data Analyst,202800,202800
2023,SE,FT,Data Analyst,104300,104300
2023,SE,FT,Data Analyst,145000,145000
2023,SE,FT,Data Analyst,65000,65000
2023,SE,FT,Data Engineer,165000,165000
2023,SE,FT,Data Engineer,132300,132300
2023,SE,FT,Data Engineer,179170,179170
2023,SE,FT,Data Engineer,94300,94300
2023,SE,FT,Analytics Engineer,152500,152500
2023,SE,FT,Analytics Engineer,116450,116450
2023,SE,FT,Data Engineer,247300,247300
2023,SE,FT,Data Engineer,133800,133800
2023,SE,FT,Research Engineer,203000,203000
2023,SE,FT,Research Engineer,133000,133000
2023,EN,FT,Research Scientist,220000,220000
2022,EN,FT,Machine Learning Engineer,54000,56536
2023,SE,FT,Data Scientist,150000,150000
2023,SE,FT,Data Scientist,120000,120000
2023,SE,FT,Analytics Engineer,289800,289800
2023,SE,FT,Analytics Engineer,214000,214000
2023,SE,FT,Analytics Engineer,179820,179820
2023,SE,FT,Analytics Engineer,143860,143860
2023,SE,FT,Machine Learning Engineer,283200,283200
2023,SE,FT,Machine Learning Engineer,188800,188800
2023,SE,FT,Analytics Engineer,289800,289800
2023,SE,FT,Analytics Engineer,214200,214200
2023,SE,FT,Data Engineer,185900,185900
2023,SE,FT,Data Engineer,129300,129300
2023,SE,FT,Data Engineer,252000,252000
2023,SE,FT,Data Engineer,129000,129000
2023,MI,FT,Data Analytics Manager,155000,155000
2023,MI,FT,Data Analytics Manager,140000,140000
2023,SE,FT,Data Engineer,161800,161800
2023,SE,FT,Data Engineer,141600,141600
2023,SE,FT,Machine Learning Engineer,342300,342300
2023,SE,FT,Machine Learning Engineer,176100,176100
2023,MI,FT,Data Engineer,100000,100000
2023,MI,FT,Data Engineer,70000,70000
2023,EN,FT,Data Engineer,85000,85000
2023,EN,FT,Data Engineer,65000,65000
2023,SE,FT,Data Scientist,138784,138784
2023,SE,FT,Data Scientist,83270,83270
2023,EN,FT,Data Analyst,75000,75000
2023,EN,FT,Data Analyst,70000,70000
2023,SE,FT,Data Analyst,204500,204500
2023,SE,FT,Data Analyst,138900,138900
2023,SE,FT,Machine Learning Engineer,318300,318300
2023,SE,FT,Machine Learning Engineer,212200,212200
2023,SE,FT,Data Engineer,95000,95000
2023,SE,FT,Data Engineer,75000,75000
2023,SE,FT,Data Scientist,195000,195000
2023,SE,FT,Data Scientist,160000,160000
2023,SE,FT,Analytics Engineer,230000,230000
2023,SE,FT,Analytics Engineer,143200,143200
2023,MI,FT,Data Engineer,100000,100000
2023,MI,FT,Data Engineer,70000,70000
2023,MI,FT,Business Data Analyst,105000,105000
2023,MI,FT,Applied Data Scientist,1700000,20670
2023,MI,FT,Data Analyst,38000,46178
2023,MI,FT,Data Analyst,35000,42533
2023,SE,FT,Data Engineer,145000,145000
2023,SE,FT,Data Engineer,115000,115000
2023,SE,FT,Data Analyst,168400,168400
2023,SE,FT,Data Analyst,105200,105200
2023,SE,FT,Applied Scientist,309400,309400
2023,SE,FT,Applied Scientist,159100,159100
2023,SE,FT,Machine Learning Engineer,190000,190000
2023,SE,FT,Machine Learning Engineer,150000,150000
2023,MI,FT,Data Engineer,162500,162500
2023,MI,FT,Data Engineer,130000,130000
2023,SE,FT,Analytics Engineer,150000,150000
2023,SE,FT,Analytics Engineer,120000,120000
2023,SE,FT,Data Engineer,145000,145000
2023,SE,FT,Data Engineer,120000,120000
2023,SE,FT,Applied Scientist,222200,222200
2023,SE,FT,Applied Scientist,136000,136000
2023,SE,FT,Data Analyst,45000,54685
2023,SE,FT,Data Analyst,35000,42533
2023,SE,FT,Data Engineer,241000,241000
2023,SE,FT,Data Engineer,155000,155000
2023,SE,FT,Data Engineer,220000,220000
2023,SE,FT,Data Engineer,190000,190000
2023,MI,FT,Data Scientist,55000,66837
2023,MI,FT,Data Scientist,45000,54685
2020,EX,FT,Staff Data Analyst,15000,15000
2023,MI,FT,ETL Engineer,70000,85066
2023,MI,FT,ETL Engineer,47500,57723
2023,EN,FT,Data Analyst,85000,85000
2023,EN,FT,Data Analyst,75000,75000
2023,SE,FT,Data Engineer,160000,160000
2023,SE,FT,Data Engineer,140000,140000
2023,MI,FT,Machine Learning Engineer,300000,300000
2023,MI,FT,Machine Learning Engineer,250000,250000
2023,SE,FT,Data Scientist,228000,228000
2023,SE,FT,Data Scientist,186000,186000
2023,SE,FT,Data Scientist,190000,190000
2023,SE,FT,Data Scientist,170000,170000
2023,MI,FT,Research Engineer,230000,230000
2023,MI,FT,Research Engineer,200000,200000
2023,SE,FT,Data Architect,180000,180000
2023,SE,FT,Data Architect,115000,115000
2023,SE,FT,Data Architect,200000,200000
2023,SE,FT,Data Architect,115000,115000
2023,SE,FT,Data DevOps Engineer,50000,53654
2023,EX,FT,Data Engineer,220000,220000
2023,EX,FT,Data Engineer,205000,205000
2023,MI,FT,Data Engineer,180000,180000
2023,MI,FT,Data Engineer,130000,130000
2023,SE,FT,Data Engineer,200000,200000
2023,SE,FT,Data Engineer,150000,150000
2023,SE,FT,Computer Vision Engineer,215000,215000
2023,SE,FT,Computer Vision Engineer,170000,170000
2023,SE,FT,Machine Learning Engineer,247500,247500
2023,SE,FT,Machine Learning Engineer,172200,172200
2023,SE,FT,Data Scientist,224000,224000
2023,SE,FT,Data Scientist,176000,176000
2023,SE,FT,Data Analyst,120000,120000
2023,SE,FT,Data Analyst,75000,75000
2023,EN,FT,Data Engineer,1400000,17022
2023,SE,FT,Applied Data Scientist,100000,68318
2023,MI,FT,AI Developer,100000,75020
2023,SE,FT,Data Analyst,140000,140000
2023,SE,FT,Data Analyst,120000,120000
2023,SE,FT,Data Engineer,128000,128000
2023,SE,FT,Data Engineer,81500,81500
2023,SE,FT,Data Engineer,145000,145000
2023,SE,FT,Data Engineer,115000,115000
2023,SE,FT,Data Engineer,185000,185000
2023,SE,FT,Data Engineer,140000,140000
2023,EX,FT,Head of Data,329500,329500
2023,EX,FT,Head of Data,269600,269600
2023,SE,FT,Data Quality Analyst,100000,100000
2023,SE,FT,Data Quality Analyst,80000,80000
2023,SE,FT,Data Scientist,250000,250000
2023,SE,FT,Data Scientist,162500,162500
2023,MI,FT,AI Developer,200000,200000
2023,SE,FT,Data Engineer,145000,145000
2023,SE,FT,Data Engineer,100000,100000
2023,EX,FT,Data Engineer,145000,145000
2023,EX,FT,Data Engineer,115000,115000
2023,SE,FT,Data Scientist,203500,203500
2023,SE,FT,Data Scientist,152000,152000
2023,SE,FT,Data Scientist,239000,239000
2023,SE,FT,Data Scientist,122900,122900
2023,SE,FT,Data Scientist,237000,237000
2023,SE,FT,Data Scientist,145000,145000
2023,SE,FT,Data Science Manager,191765,191765
2023,SE,FT,Data Science Manager,134236,134236
2023,SE,FT,Analytics Engineer,190000,190000
2023,SE,FT,Analytics Engineer,112000,112000
2022,SE,FT,Data Scientist,84000,88256
2023,EN,FT,Data Engineer,85000,85000
2023,EN,FT,Data Engineer,65000,65000
2023,SE,FT,Data Analyst,135000,135000
2023,SE,FT,Data Analyst,105500,105500
2023,SE,FT,Research Engineer,293000,293000
2023,SE,FT,Research Engineer,185000,185000
2023,SE,FT,Data Analyst,80000,80000
2023,SE,FT,Data Analyst,70000,70000
2023,SE,FT,Data Engineer,220000,220000
2023,SE,FT,Data Engineer,160000,160000
2023,SE,FT,Data Scientist,175000,175000
2023,SE,FT,Data Scientist,145000,145000
2023,SE,FT,Data Analyst,200000,200000
2023,SE,FT,Data Analyst,148500,148500
2023,SE,FT,Data Scientist,45000,48289
2023,SE,FT,Data Scientist,36000,38631
2023,SE,FT,Data Engineer,240500,240500
2023,SE,FT,Data Engineer,123700,123700
2023,SE,FT,Analytics Engineer,152900,152900
2023,SE,FT,Analytics Engineer,117100,117100
2023,SE,FT,Analytics Engineer,173000,173000
2023,SE,FT,Analytics Engineer,113000,113000
2023,SE,FT,Applied Scientist,260000,260000
2023,SE,FT,Applied Scientist,136000,136000
2023,EX,FT,Data Engineer,175000,175000
2023,EX,FT,Data Engineer,110000,110000
2023,SE,FT,Applied Scientist,260000,260000
2023,SE,FT,Applied Scientist,136000,136000
2023,SE,FT,Research Scientist,130000,130000
2023,SE,FT,Research Scientist,110000,110000
2023,SE,FT,Applied Scientist,205000,205000
2023,SE,FT,Applied Scientist,184000,184000
2023,SE,FT,Data Analyst,149500,149500
2023,SE,FT,Data Analyst,127075,127075
2023,SE,FT,Data Scientist,195000,195000
2023,SE,FT,Data Scientist,160000,160000
2023,SE,FT,Data Engineer,219535,219535
2023,SE,FT,Data Engineer,146115,146115
2023,SE,FT,Data Scientist,170000,170000
2023,SE,FT,Data Scientist,135000,135000
2023,SE,FT,Data Scientist,175000,175000
2023,SE,FT,Data Scientist,145000,145000
2023,SE,FT,Data Scientist,199000,199000
2023,SE,FT,Data Scientist,162000,162000
2023,SE,FT,Applied Scientist,222200,222200
2023,SE,FT,Applied Scientist,136000,136000
2023,EX,FT,Analytics Engineer,221000,221000
2023,EX,FT,Analytics Engineer,153000,153000
2023,SE,FT,Data Analyst,187000,187000
2023,SE,FT,Data Analyst,128000,128000
2023,SE,FT,Research Scientist,210000,210000
2023,SE,FT,Research Scientist,136000,136000
2023,SE,FT,Data Scientist,175000,175000
2023,SE,FT,Data Scientist,100000,100000
2023,SE,FT,Data Engineer,179000,179000
2023,SE,FT,Data Engineer,109000,109000
2023,SE,FT,Data Scientist,245000,245000
2023,SE,FT,Data Scientist,180000,180000
2023,SE,FT,Data Analyst,142000,142000
2023,SE,FT,Data Analyst,75000,75000
2023,SE,FT,Data Manager,198800,198800
2023,SE,FT,Data Manager,105200,105200
2023,SE,FT,Data Analyst,125000,125000
2023,SE,FT,Data Analyst,112000,112000
2023,SE,FT,Data Scientist,210000,210000
2023,SE,FT,Data Scientist,155000,155000
2023,SE,FT,Data Manager,115000,115000
2023,SE,FT,Data Manager,86000,86000
2023,SE,FT,Data Scientist,165000,165000
2023,SE,FT,Data Scientist,140000,140000
2023,SE,FT,Data Analyst,139000,139000
2023,SE,FT,Data Analyst,106000,106000
2023,EN,FT,Data Analyst,55000,40663
2022,SE,FT,AI Developer,275000,275000
2023,SE,FL,Machine Learning Researcher,50000,50000
2023,MI,FT,Machine Learning Engineer,280700,280700
2023,MI,FT,Machine Learning Engineer,150450,150450
2023,EN,FT,Data Scientist,70000,51753
2023,SE,FT,Data Architect,250500,250500
2023,SE,FT,Data Architect,159500,159500
2023,SE,FT,Data Engineer,145000,145000
2023,SE,FT,Data Engineer,115000,115000
2023,SE,FT,Data Analyst,140000,140000
2023,SE,FT,Data Analyst,120000,120000
2023,EN,FT,Data Scientist,130001,130001
2023,EN,FT,Data Scientist,71907,71907
2023,MI,FT,Data Scientist,93918,93918
2023,MI,FT,Data Scientist,51962,51962
2023,SE,FT,Data Analyst,175000,175000
2023,SE,FT,Data Analyst,135000,135000
2023,EN,FT,Data Engineer,85000,85000
2023,EN,FT,Data Engineer,65000,65000
2023,SE,FT,Machine Learning Engineer,257000,257000
2023,SE,FT,Machine Learning Engineer,147000,147000
2023,SE,FT,Data Engineer,222000,222000
2023,SE,FT,Data Engineer,175000,175000
2023,SE,FT,Data Scientist,203000,203000
2023,SE,FT,Data Scientist,133200,133200
2023,EN,FT,Applied Scientist,213660,213660
2023,EN,FT,Applied Scientist,130760,130760
2023,SE,FT,Data Engineer,221000,221000
2023,SE,FT,Data Engineer,147000,147000
2023,SE,FT,Data Quality Analyst,100000,100000
2023,SE,FT,Data Quality Analyst,80000,80000
2023,SE,FT,Data Scientist,185900,185900
2023,SE,FT,Data Scientist,129300,129300
2023,SE,FT,Data Scientist,238000,238000
2023,SE,FT,Data Scientist,156000,156000
2023,SE,FT,Machine Learning Engineer,304000,304000
2023,SE,FT,Machine Learning Engineer,199000,199000
2023,MI,FT,Big Data Engineer,45000,48289
2023,SE,FT,Data Engineer,150000,150000
2023,SE,FT,Data Engineer,130000,130000
2023,SE,FT,Data Scientist,140000,140000
2023,SE,FT,Data Scientist,110000,110000
2023,MI,FT,Data Analyst,90000,90000
2023,MI,FT,Data Analyst,75000,75000
2023,MI,FT,Research Scientist,161200,195895
2023,MI,FT,Research Scientist,84570,102772
2023,SE,FT,Data Engineer,240000,240000
2023,SE,FT,Data Engineer,183600,183600
2023,MI,FT,Data Specialist,130000,130000
2023,MI,FT,Data Specialist,80000,80000
2023,SE,FT,Data Engineer,250000,250000
2023,SE,FT,Data Engineer,150000,150000
2023,SE,FT,Data Analytics Manager,160000,160000
2023,SE,FT,Data Analytics Manager,120000,120000
2023,SE,FT,Machine Learning Engineer,289076,289076
2023,SE,FT,Machine Learning Engineer,202353,202353
2023,SE,FT,Data Engineer,145000,145000
2023,SE,FT,Data Engineer,120000,120000
2023,SE,FT,Data Analyst,155000,155000
2023,SE,FT,Data Analyst,106000,106000
2023,SE,FT,Data Engineer,200000,200000
2023,SE,FT,Data Engineer,160000,160000
2023,SE,FT,Data Scientist,157750,157750
2023,SE,FT,Data Scientist,104650,104650
2023,MI,FT,Data Scientist,180000,180000
2023,MI,FT,Data Scientist,140000,140000
2023,EX,FT,Data Scientist,200000,200000
2023,EX,FT,Data Scientist,145000,145000
2023,MI,FT,Lead Data Analyst,68000,68000
2023,EN,FT,BI Data Engineer,60000,60000
2023,SE,FT,Data Scientist,45000,48289
2023,SE,FT,Data Scientist,36000,38631
2023,EN,FT,Data Engineer,85000,85000
2023,EN,FT,Data Engineer,65000,65000
2023,MI,FT,Data Engineer,125000,125000
2023,MI,FT,Data Engineer,90000,90000
2023,SE,FT,Data Analyst,105000,105000
2023,SE,FT,Data Analyst,90000,90000
2023,SE,FT,Analytics Engineer,179820,179820
2023,SE,FT,Analytics Engineer,143860,143860
2023,SE,FT,Data Analyst,135000,135000
2023,SE,FT,Data Analyst,105500,105500
2023,EN,FT,Research Engineer,155000,155000
2023,EN,FT,Research Engineer,125000,125000
2023,SE,FT,Machine Learning Engineer,241000,241000
2023,SE,FT,Machine Learning Engineer,181000,181000
2023,SE,FT,Data Scientist,252000,252000
2023,SE,FT,Data Scientist,154000,154000
2023,EX,FT,Data Architect,180000,180000
2023,EX,FT,Data Architect,155000,155000
2023,SE,FT,Data Scientist,191765,191765
2023,SE,FT,Data Scientist,134236,134236
2023,SE,FT,Data Scientist,175000,175000
2023,SE,FT,Data Scientist,145000,145000
2023,SE,FT,Data Scientist,237000,237000
2023,SE,FT,Data Scientist,145000,145000
2023,EN,FT,Research Engineer,155000,155000
2023,EN,FT,Research Engineer,125000,125000
2023,SE,FT,Data Analyst,80000,80000
2023,SE,FT,Data Analyst,70000,70000
2023,SE,FT,Data Engineer,146000,146000
2023,SE,FT,Data Engineer,75000,75000
2023,EN,FT,Data Analyst,64200,64200
2023,EN,FT,Data Analyst,56100,56100
2023,SE,FT,Machine Learning Engineer,170000,170000
2023,SE,FT,Machine Learning Engineer,130000,130000
2023,SE,FT,Data Analyst,208450,208450
2023,SE,FT,Data Analyst,170550,170550
2023,SE,FT,Machine Learning Engineer,125000,125000
2023,SE,FT,Machine Learning Engineer,100000,100000
2023,MI,FT,Data Manager,135000,135000
2023,MI,FT,Data Manager,120000,120000
2023,SE,FT,Data Scientist,200000,200000
2023,SE,FT,Data Scientist,170000,170000
2023,SE,FT,Data Scientist,171250,171250
2023,SE,FT,Data Scientist,113750,113750
2023,SE,FT,Applied Scientist,222200,222200
2023,SE,FT,Applied Scientist,136000,136000
2023,SE,FT,Applied Scientist,260000,260000
2023,SE,FT,Applied Scientist,136000,136000
2023,SE,FT,Data Analyst,153600,153600
2023,SE,FT,Data Analyst,100500,100500
2023,SE,FT,Applied Scientist,205000,205000
2023,SE,FT,Applied Scientist,184000,184000
2023,SE,FT,Machine Learning Engineer,115000,115000
2023,SE,FT,Machine Learning Engineer,95000,95000
2023,MI,FT,Data Analyst,182500,182500
2023,MI,FT,Data Analyst,121500,121500
2023,SE,FT,Data Engineer,203100,203100
2023,SE,FT,Data Engineer,114500,114500
2023,MI,FT,Data Analyst,60000,72914
2023,MI,FT,Data Analyst,45000,54685
2023,SE,FT,Data Engineer,252000,252000
2023,SE,FT,Data Engineer,129000,129000
2023,EN,FT,Data Engineer,92700,92700
2023,EN,FT,Data Engineer,61800,61800
2023,SE,FT,Data Engineer,160000,160000
2023,SE,FT,Data Engineer,130000,130000
2023,SE,FT,Data Scientist,258000,258000
2023,SE,FT,Data Scientist,190000,190000
2023,SE,FT,Data Scientist,170000,170000
2023,SE,FT,Data Scientist,135000,135000
2023,MI,FT,Data Architect,167500,167500
2023,MI,FT,Data Architect,106500,106500
2023,SE,FT,Data Scientist,195000,195000
2023,SE,FT,Data Scientist,160000,160000
2023,MI,FT,Data Engineer,146000,146000
2023,MI,FT,Data Engineer,75000,75000
2022,EN,FT,Data Engineer,57000,59888
2023,EX,FT,Data Engineer,286000,286000
2023,EX,FT,Data Engineer,207000,207000
2023,SE,FT,Data Analyst,100000,100000
2023,SE,FT,Data Analyst,80000,80000
2023,SE,FT,Data Engineer,223250,223250
2023,SE,FT,Data Engineer,178600,178600
2023,EX,FT,Director of Data Science,353200,353200
2023,EX,FT,Director of Data Science,249300,249300
2023,MI,FT,Machine Learning Scientist,230000,230000
2023,MI,FT,Machine Learning Scientist,220000,220000
2023,SE,FT,Data Scientist,297300,297300
2023,SE,FT,Data Scientist,198200,198200
2023,MI,FT,Research Scientist,210000,210000
2023,MI,FT,Research Scientist,151800,151800
2023,SE,FT,Data Scientist,200000,200000
2023,SE,FT,Data Scientist,170000,170000
2023,SE,FT,Data Scientist,317070,317070
2023,SE,FT,Data Scientist,170730,170730
2023,SE,FT,Data Engineer,128000,128000
2023,SE,FT,Data Engineer,81500,81500
2023,EN,FT,Business Data Analyst,20000,21461
2023,SE,FT,AI Developer,108000,108000
2023,SE,FT,AI Developer,60000,60000
2023,MI,FT,MLOps Engineer,134000,134000
2023,MI,FT,MLOps Engineer,124000,124000
2023,SE,FT,Data Engineer,171250,171250
2023,SE,FT,Data Engineer,113750,113750
2023,SE,FT,Data Engineer,165000,165000
2023,SE,FT,Data Engineer,132300,132300
2023,SE,FT,Data Scientist,225000,225000
2023,SE,FT,Data Scientist,175000,175000
2023,SE,FT,Data Engineer,230000,230000
2023,SE,FT,Data Engineer,124500,124500
2023,SE,FT,Machine Learning Engineer,247500,247500
2023,SE,FT,Machine Learning Engineer,172200,172200
2023,SE,FT,Data Analyst,175000,175000
2023,SE,FT,Data Analyst,145000,145000
2023,SE,FT,Data Analyst,148700,148700
2023,SE,FT,Data Analyst,125600,125600
2023,SE,FT,Data Engineer,145000,145000
2023,SE,FT,Data Engineer,115000,115000
2023,SE,FT,Research Scientist,200000,200000
2023,SE,FT,Research Scientist,150000,150000
2023,EN,FT,Research Engineer,160000,160000
2023,EN,FT,Research Engineer,120000,120000
2023,SE,FT,Data Analyst,185000,185000
2023,SE,FT,Data Analyst,120250,120250
2023,SE,FT,Data Scientist,275300,275300
2023,SE,FT,Data Scientist,183000,183000
2023,SE,FT,Data Architect,170000,170000
2023,SE,FT,Data Architect,125000,125000
2023,MI,FT,Data Architect,167500,167500
2023,MI,FT,Data Architect,106500,106500
2023,SE,FT,Research Scientist,250000,250000
2023,SE,FT,Research Scientist,200000,200000
2023,MI,FT,Machine Learning Engineer,135000,135000
2023,SE,FT,AI Scientist,1500000,423834
2023,SE,FT,Machine Learning Engineer,216000,216000
2023,SE,FT,Machine Learning Engineer,184000,184000
2023,SE,FT,Data Engineer,180000,180000
2023,SE,FT,Data Engineer,165000,165000
2023,SE,FT,Data Scientist,185900,185900
2023,SE,FT,Data Scientist,129300,129300
2023,SE,FT,Data Engineer,145000,145000
2023,SE,FT,Data Engineer,120000,120000
2023,MI,FT,Data Engineer,143865,143865
2023,MI,FT,Data Engineer,115092,115092
2023,MI,FT,Machine Learning Engineer,130000,130000
2023,MI,FT,Machine Learning Engineer,90000,90000
2023,SE,FT,Data Scientist,173000,173000
2023,SE,FT,Data Scientist,132000,132000
2023,SE,FT,Data Analyst,208049,208049
2023,SE,FT,Data Analyst,128500,128500
2023,SE,FT,Analytics Engineer,179820,179820
2023,SE,FT,Analytics Engineer,143860,143860
2023,SE,FT,Data Engineer,167500,167500
2023,SE,FT,Data Engineer,106500,106500
2023,SE,FT,Data Scientist,275300,275300
2023,SE,FT,Data Scientist,183500,183500
2023,MI,FT,Data Engineer,149600,149600
2023,MI,FT,Data Engineer,102000,102000
2023,EX,FT,Data Scientist,145000,145000
2023,EX,FT,Data Scientist,100000,100000
2023,SE,FT,Data Analyst,190000,190000
2023,SE,FT,Data Analyst,95000,95000
2023,SE,FT,Data Analyst,153600,153600
2023,SE,FT,Data Analyst,106800,106800
2023,MI,FT,Data Scientist,90000,96578
2023,MI,FT,Data Scientist,75000,80481
2023,MI,FT,Data Analyst,128000,128000
2023,MI,FT,Data Analyst,85000,85000
2023,MI,FT,Data Engineer,151000,151000
2023,MI,FT,Data Engineer,140000,140000
2023,SE,FT,Data Scientist,275300,275300
2023,SE,FT,Data Scientist,183500,183500
2023,SE,FT,Machine Learning Scientist,220000,220000
2023,SE,FT,Machine Learning Scientist,170000,170000
2023,SE,FT,Data Analyst,135000,135000
2023,SE,FT,Data Analyst,105500,105500
2023,SE,FT,Data Analyst,100000,100000
2023,SE,FT,Data Analyst,80000,80000
2023,EN,FT,Autonomous Vehicle Technician,7000,7000
2023,EN,FT,Applied Machine Learning Scientist,40000,42923
2023,SE,FT,Data Engineer,160000,160000
2023,SE,FT,Data Engineer,145000,145000
2023,MI,FT,Data Analyst,154000,154000
2023,MI,FT,Data Analyst,143000,143000
2023,MI,FT,Data Scientist,65000,78990
2023,MI,FT,Data Scientist,42000,51039
2023,EN,FT,Data Scientist,190000,190000
2023,EN,FT,Data Scientist,120000,120000
2023,MI,FT,Data Scientist,70000,85066
2023,MI,FT,Data Scientist,42000,51039
2023,MI,FT,Data Scientist,90000,109371
2023,MI,FT,Data Scientist,60000,72914
2023,SE,FT,Data Engineer,150000,150000
2023,SE,FT,Data Engineer,111000,111000
2023,EX,FT,Data Engineer,265000,265000
2023,EX,FT,Data Engineer,235000,235000
2023,EN,FT,Data Scientist,112000,121093
2022,MI,FT,Data Scientist,70000,73546
2023,SE,FT,Data Engineer,160000,160000
2023,SE,FT,Data Engineer,130000,130000
2023,MI,FT,Data Engineer,75000,75000
2023,MI,FT,Data Engineer,60400,60400
2023,EN,FT,Data Analyst,85000,85000
2023,EN,FT,Data Analyst,75000,75000
2023,SE,FT,Data Engineer,252000,252000
2023,SE,FT,Data Engineer,129000,129000
2023,EN,FT,Data Engineer,92700,92700
2023,EN,FT,Data Engineer,61800,61800
2022,SE,FT,Lead Data Scientist,164000,172309
2023,MI,FT,Data Scientist,56000,60093
2023,MI,FT,Data Analyst,83500,83500
2023,MI,FT,Data Analyst,52500,52500
2023,SE,FT,Data Scientist,201036,201036
2023,SE,FT,Data Scientist,134024,134024
2023,SE,FT,Data Analyst,165000,165000
2023,SE,FT,Data Analyst,140000,140000
2023,EN,FT,Data Engineer,62000,62000
2023,EN,FT,Data Engineer,58000,58000
2023,SE,FT,Data Scientist,172000,172000
2023,SE,FT,Data Scientist,115000,115000
2023,EN,FT,Data Engineer,125000,125000
